BlockDepth,ResTime
0.867162693,0.41172657
0.820890857,1.464697402
0.846840935,0.644977689
0.80441125,1.149505151
0.884980038,0.453473443
0.786065847,2.697625456
0.799020331,0.652638204
0.822348561,0.812977656
0.918840637,0.404151513
0.848821162,0.332583997
0.747400345,0.443087561
0.883949245,0.322845526
0.832813,0.341784177
0.843216235,0.717609227
0.808251161,1.394778997
0.861829344,0.388444551
0.813544699,0.628673149
0.823438572,0.467659787
0.86078347,0.335436858
0.771648226,0.373530035
0.827710985,0.734814322
0.665061773,1.304264628
0.89683739,0.360953904
0.871640028,0.529838217
0.849120362,0.456971625
0.828551899,0.402928924
0.831584439,1.456856791
0.627635458,1.078192611
0.883615383,0.406559634
0.853431793,0.350691761
0.848783433,0.485664988
0.874364503,0.345973494
0.864614753,0.515530997
0.767110259,1.013618157
0.851604449,0.551147197
0.884084498,0.366825436
0.836495847,0.953549052
0.846479087,0.679828913
0.857146231,0.495854228
0.710056642,0.435534343
0.606479119,0.646884285
0.835597916,0.491994082
0.751869113,0.736771294
0.773353354,0.718791236
0.864035061,0.428291072
0.793317257,1.147889071
0.806157051,1.08766977
0.753451278,0.969569223
0.736116357,1.02132611
0.792796399,1.080517051
0.860122278,1.011505995
0.843658339,0.420809815
0.826270074,1.563416531
0.893672657,0.354756507
0.866642247,0.394053554
0.82444404,1.148588675
0.708571535,0.424079604
0.79887312,0.386373419
0.847751805,0.375885215
0.8151505,0.488299119
0.797833508,0.738424681
0.887656134,0.262405855
0.869405904,0.548118014
0.790935781,1.088259691
0.834254512,0.919425497
0.821653655,0.483166606
0.904436998,0.397298099
0.808778064,2.343303776
0.851230513,0.304279453
0.842634726,0.549387054
0.87449597,0.312832577
0.852957891,0.490048158
0.793176745,1.435490301
0.660613277,0.74078126
0.820874027,0.573355856
0.79459022,0.75175868
0.864965106,0.475835564
0.580340573,1.408280945
0.819680993,1.55526179
0.83407606,0.507419982
0.809035906,1.021707704
0.839979703,1.095060494
0.619670953,0.747524742
0.844880061,0.521024494
0.824836993,1.204144869
0.852033145,0.442952119
0.801141689,0.695530963
0.899182795,0.306201676
0.743318383,0.71403772
0.811116378,1.879716504
0.734210671,0.261413124
0.89421417,0.245939578
0.691198181,0.690836283
0.794741375,1.18774215
0.784759421,0.360675527
0.823814535,1.038730937
0.855419566,0.32338922
0.849742867,0.355612251
0.674718386,0.709781432
0.875608073,0.38154278
0.862261922,0.44852287
0.677546665,1.323926783
0.786147451,1.702691463
0.828218951,2.229629192
0.849584799,0.54971634
0.87763487,0.369927984
0.792504347,1.300835129
0.711683971,1.416700633
0.827320896,0.558027095
0.849666506,0.381793778
0.870170185,0.327787665
0.887984522,0.485199773
0.736131513,0.924697194
0.823832685,0.690750815
0.858391695,0.840687123
0.805883616,1.009096805
0.811380887,1.008718102
0.829446241,0.667601883
0.865564045,0.329928553
0.856809399,0.422929361
0.834024314,0.88654243
0.842116317,0.496720414
0.791756411,2.295830576
0.797211772,1.068434981
0.769682099,0.41846561
0.853041394,0.494753226
0.861629187,0.594209294
0.844901184,0.512057875
0.718029956,0.515183986
0.75798032,0.699828239
0.90916576,0.165776467
0.711883577,0.900295417
0.812490973,0.939486991
0.831859396,1.145521692
0.873097123,0.515965773
0.744469296,0.776736551
0.79906852,0.902246893
0.805554443,2.434192377
0.834901341,0.559832201
0.860148837,0.447774387
0.807653845,1.182075618
0.828216573,0.834598095
0.812862217,2.128177361
0.82534992,0.627693622
0.844013712,0.541860229
0.810685772,1.657464437
0.853720977,0.765233994
0.858433108,0.418703956
0.848672957,0.477535607
0.886180536,0.243953346
0.793247121,1.026897079
0.668358579,1.43719823
0.853586569,0.569551326
0.822349817,1.525901437
0.801186399,1.552471165
0.870367189,0.352981788
0.818772564,1.399664163
0.854695207,0.361443631
0.682290855,1.273980444
0.840111709,0.427915744
0.857796666,0.384680275
0.788155686,0.562321813
0.910152176,0.293041498
0.834256156,2.246632281
0.785398062,0.428969547
0.838938832,0.446066275
0.821916771,0.551487727
0.839214432,1.682521301
0.811660581,0.671368771
0.83721112,0.775666881
0.852836726,0.667296503
0.821639356,0.722248518
0.816380849,0.398508525
0.818601963,0.752018961
0.82427666,0.474084334
0.878787871,0.324791441
0.747836262,0.87596386
0.680132124,0.665163356
0.839896939,0.388852183
0.665157818,1.602378183
0.838732986,0.618389378
0.834275615,0.714572609
0.807270082,0.934032953
0.887756605,0.250566117
0.872158981,0.609487751
0.881611275,0.346696886
0.77606582,0.607023942
0.797584176,0.821201832
0.855008096,0.438754994
0.822459265,1.498514747
0.834996415,0.806615326
0.859962352,0.456134064
0.865063932,0.432673811
0.823794967,1.689098555
0.763391438,3.079582516
0.924463739,0.883899177
0.776143984,1.332220075
0.833216282,2.835101647
0.56289769,1.496483277
0.846139052,0.612066212
0.823453109,0.849527098
0.695773812,1.01399544
0.782755776,1.461016073
0.908779399,0.23525696
0.833333436,0.647932044
0.886710633,0.413137996
0.822533873,1.276343893
0.842663352,0.4654248
0.633039121,1.030368037
0.857190821,0.421943487
0.816694541,0.49432826
0.885944781,0.234681392
0.74169529,0.981591036
0.741255588,1.202138381
0.836894343,0.549235013
0.8668285,0.392237918
0.84264783,0.549923424
0.798596085,0.960791626
0.761347973,0.517304828
0.827441478,0.792239439
0.668610294,0.637055158
0.824925927,0.457753683
0.725674508,2.248023985
0.773890079,2.060685649
0.717396786,2.299153592
0.831907976,1.704611125
0.794120486,0.610387975
0.796551326,0.766918873
0.814058816,0.654128316
0.679068608,0.75739271
0.826533628,0.719630914
0.82072292,1.396731726
0.883847332,0.288178737
0.772121372,0.51510119
0.86366987,0.487667791
0.791402556,1.519411185
