BlockDepth,ResTime
0.68273839,0.259396443
0.898302103,0.297627427
0.843312853,0.351800486
0.911179636,0.312053766
0.829561309,0.54281487
0.913899897,0.311827541
0.819605325,0.531382711
0.915067006,0.414507613
0.868625755,0.869720273
0.845595749,0.336785129
0.846849419,0.432637679
0.865709824,0.3798998
0.855520374,0.439108594
0.799745635,1.279683019
0.860949511,1.008857752
0.855685416,0.250008602
0.91730714,0.242968549
0.828894934,1.14499807
0.840811157,0.52811149
0.521211596,0.250773508
0.852356613,0.370760526
0.878969057,0.431069769
0.85814493,0.431025439
0.918366341,0.200277933
0.914209402,0.175237994
0.850573115,1.227725302
0.738686895,0.660437649
0.900490702,0.45321754
0.855932079,0.335347868
0.825210615,0.522293592
0.860133764,0.462112549
0.82776059,1.098992785
0.79750008,0.730920123
0.703118616,0.487216799
0.904393441,0.246745792
0.871763952,0.717922571
0.938037249,0.490266769
0.902825491,0.327837052
0.873373684,0.806042152
0.768923774,0.494366208
0.896415284,0.308217757
0.857935065,0.528597499
0.812635064,1.434428753
0.870545642,0.368509459
0.848951826,0.717573543
0.838846155,1.099422814
0.865673822,0.239889487
0.846498284,0.447170788
0.871469753,0.744498221
0.876016741,0.413233873
0.870796907,0.471826827
0.796330747,0.376221714
0.87481839,0.418517039
0.850778659,0.376521387
0.877755214,0.442935304
0.649127616,0.252779288
0.90364834,0.278195391
0.835079241,0.409386152
0.428929403,0.378297382
0.88398919,1.546801747
0.964832785,0.84131914
0.853372518,0.689698562
0.900672295,0.344769216
0.889117422,0.31501604
0.704130511,11.25963638
0.867596178,0.821463711
0.911786119,0.477531423
0.934978784,0.572639687
0.924694264,0.1850595
0.854455702,0.720881349
0.868330218,0.530989876
0.874067375,0.284851628
0.895388192,0.54578957
0.904892911,0.188541196
0.854621514,0.92259884
0.87466536,0.312900941
0.849908588,1.0297272
0.88095462,0.315476378
0.814099265,0.700618614
0.920206976,0.164668323
0.917376648,0.287066782
0.658506661,68.68556658
0.834798794,0.538941314
0.851989447,0.559013809
0.867487083,0.470434292
0.747771437,0.450292324
0.848105293,0.357626461
0.899215649,0.195843979
0.870926482,0.559561665
0.865129837,0.772883861
0.880457739,0.348549608
0.859401339,0.543678921
0.757877837,0.745170517
0.836072707,3.047851574
0.890409819,0.308055381
0.914413058,0.234511658
0.906976478,0.368869959
0.925164878,0.148071871
0.904874889,0.397633215
0.764104215,0.457083454
0.867576783,0.288467772
0.841853299,0.669770907
0.775386994,0.579744376
0.859087544,0.669792782
0.84958284,0.608300418
0.763355969,1.732385206
0.879217601,0.478675408
0.844562954,0.716262743
0.725410577,0.388944133
0.870504915,0.295302237
0.870483652,0.349447888
0.921008913,0.419608123
0.802634802,0.732518195
0.83304732,0.624910616
0.905058884,0.505516611
0.898861869,0.352871481
0.82483476,0.997977038
0.88785854,0.228532138
0.918383366,0.262609556
0.860235463,0.43944257
0.789445518,0.363252671
0.730488569,0.352952779
0.817606878,0.679598722
0.890697456,0.396824447
0.83398427,0.327847769
0.879762283,0.445836877
0.853037427,0.570450141
0.841546688,0.250941815
0.823692189,0.510825116
0.861611716,0.449558961
0.924067329,0.340371238
0.904260176,0.454251865
0.858793121,1.167547376
0.650714842,0.431295029
0.787769159,0.869628992
0.78446607,1.117113647
0.859040013,0.481698484
0.893735815,0.439370103
0.895194719,0.261785881
0.86728317,0.377911856
0.821880749,0.663611575
0.880664564,0.509483464
0.843191596,0.412669514
0.879217865,0.295599209
0.384954986,0.667523351
0.913937199,0.349042564
0.872185369,0.624488044
0.84565639,1.596645784
0.864043485,0.63041636
0.87379825,0.736868015
0.873170615,0.421768184
0.926799413,0.23481775
0.895130186,0.433638121
0.659918061,0.48199139
0.889768304,0.312408527
0.815802073,0.287952221
0.906206452,0.314146371
0.892964613,0.342540011
0.761573752,0.406285803
0.942422552,0.303576686
0.889306791,0.416887809
0.901538484,1.304594265
0.930565576,0.360662914
0.933813461,0.352613939
0.880587442,0.588203274
0.837571735,0.363054654
0.892278037,0.248108717
0.920379244,0.214874911
0.916633514,0.3586681
0.859221573,0.504434154
0.907241183,0.845677075
0.98630137,0.059885765
0.845228743,0.669689101
0.868698166,0.461311949
0.928960796,0.141372983
0.863405885,0.738298601
0.872479453,0.431513963
0.902798517,0.35789963
0.912765855,0.238972961
0.840452712,0.663727117
0.877675939,0.330919268
0.628486848,1.207125574
0.844876305,0.211503598
0.862962593,0.49387507
0.840582991,0.438954573
0.867750056,0.884797235
0.850145382,0.82873157
0.766953612,0.667748718
0.821786229,0.591455728
0.808904357,0.748955804
0.913675303,0.165904336
0.914011954,0.196295654
0.851287041,0.35286142
0.888301082,0.312422685
0.897379792,0.711718811
0.870636549,0.401281501
0.875729173,1.188399855
0.820432575,0.991779206
0.872972589,0.689973811
0.92904766,0.343308966
0.865629944,0.458222328
0.737395101,1.14809114
0.925721039,0.09212569
0.826092924,0.724361207
0.893495338,0.614072521
0.890989525,0.336784076
0.843579702,0.880691986
0.90371763,0.26859259
0.855595575,0.688731608
0.927581866,0.251154542
0.900849201,0.257536241
0.866991083,0.779143142
0.773752203,1.214205228
0.90071492,0.245894227
0.844546201,0.518689902
0.89174867,0.488108209
0.846653951,0.429689919
0.928168236,0.315961614
0.883588594,0.343139941
0.917703351,0.146905079
0.843860258,1.337707593
0.908880312,0.401118918
0.842554533,0.681170361
0.843655357,0.599655666
0.873725615,0.509370074
0.914102773,0.479043993
0.854351433,1.494861452
0.871571838,0.477596153
0.83251525,0.3985838
0.863388135,0.293190694
0.557924079,0.392000655
0.755778059,1.942702176
0.883982079,0.715736559
0.912916831,0.525149797
0.832250618,1.047242558
0.767159494,0.701439265
0.51185629,0.508997197
0.787124599,0.525982027
0.787067939,1.371189598
0.860047351,0.282089463
0.942788769,0.541112565
0.903256495,0.34498692
0.833110999,1.202710336
0.774686621,1.425290965
0.827371471,0.722722603
0.723735313,1.424782949
0.905346487,0.487185768
0.576713669,1.380639383
0.824951985,0.718072081
0.906622017,0.395096336
0.841078032,0.999015099
0.878802429,0.323644897
0.837122358,0.441169848
0.821491731,0.778903976
0.857744874,0.819906138
0.849814887,0.870032264
0.82636262,0.755071147
0.874667361,0.634211355
0.747403064,0.969838359
0.837023685,2.532654601
0.767038694,0.463425848
0.885172838,0.464089291
0.826750098,0.492605974
0.858220313,0.784156915
0.852846952,1.054977528
0.91539292,0.776655883
0.885867445,0.421522691
0.721339527,0.928038045
0.859142476,0.42505883
0.886130362,0.240480684
0.881280122,0.340158913
0.912920519,0.282397421
0.868264941,0.328902537
0.871858866,0.331692128
0.686996551,0.421933565
0.836846235,0.600016595
0.833317871,0.411057011
0.817135084,0.515904018
0.908292583,0.428623909
0.928660088,0.184332496
0.906306062,0.337857761
0.914891452,0.184880257
0.931365974,0.300412431
0.847163646,0.388374216
0.86598454,0.38204012
0.885913882,0.26378813
0.914309102,0.248878568
0.860569293,0.384245066
0.847338901,0.370509366
0.881374854,1.008229097
0.651570302,0.649131574
0.903544927,0.737263041
0.842436937,1.681837723
0.874681296,0.409869982
0.762777254,0.333036237
0.841601717,0.441994529
0.932371396,0.57249937
0.897934464,0.351556444
0.915895256,0.183758126
0.898690049,0.315996313
0.87564007,0.302451375
0.899677317,0.31781148
0.599394875,3.104967026
0.833012831,0.517519273
0.921804288,0.164305197
0.872976936,0.340675451
0.90906914,0.407910412
0.88235659,0.420452432
0.9078096,0.259098499
0.816555556,1.030928444
0.847880501,74.02844183
0.941090198,0.860702479
0.936892869,45.91566332
0.926898646,7.619471906
0.86064225,0.840981161
0.911704286,0.29342622
0.877414674,0.543111412
0.925721927,0.243468907
0.399186505,3.583727363
0.897469494,0.346593888
0.880188042,0.388012742
0.731039389,0.529402819
0.763085406,0.508613575
0.87121761,0.330541573
0.876601317,0.313659679
0.839810678,0.687424783
0.884000657,0.582941365
0.863154406,0.423183096
0.914237911,0.253759872
0.854363786,0.628472041
0.91425812,0.16648986
0.857121584,0.608576307
0.893301441,0.341828579
0.91569308,0.236720025
0.841988051,1.149988924
0.885602883,0.350996286
0.857474731,0.408579004
0.830312474,0.702011898
0.861188905,0.50211475
0.877357756,0.743508344
0.809211379,0.407393695
0.719482269,0.478808868
0.657406503,0.601113948
0.951967772,0.630905871
0.907694775,0.298624291
0.90980135,0.253705449
0.759975879,0.442500414
0.870462477,0.958753521
0.848252589,0.802520321
0.873928312,0.355204479
0.772873179,0.645452461
0.8264361,0.712037394
0.853239801,0.326888931
0.875723414,0.51293458
0.721483743,0.569218443
0.841935489,0.658732588
0.920550935,0.292652075
0.838285026,0.959848262
0.817473979,0.355570198
0.821068418,1.039196063
0.852420908,0.745335623
0.863475681,1.196031688
0.83146791,0.832322357
0.860145309,0.406188965
0.886787694,0.43254296
0.776369773,0.542212507
0.790334248,1.559234343
0.86810936,0.402325861
0.788291229,0.990039512
0.691078203,0.747692582
0.927144295,0.314364202
0.877602956,0.381564715
0.870170243,1.176743455
0.383957817,0.387211791
0.849800273,0.960613707
0.898915261,0.515258993
0.91838235,0.238861943
0.892268072,0.530322353
0.842804768,0.65798233
0.868357428,0.399399128
0.73751304,0.433972528
0.823659292,0.397456525
0.852492299,1.131475949
0.886255676,0.519454416
0.807509819,0.431847692
0.829584941,0.253663219
0.789341348,0.331860383
0.837056582,1.346420912
0.873158194,0.478375167
0.909198319,0.414122817
0.876703922,0.450795474
0.918650877,0.303096425
0.741966933,0.588066993
0.847633691,1.045021164
0.907853573,0.486386415
0.791723132,1.770059841
0.836668451,0.400236457
0.789783094,0.481200601
0.915752752,0.304005429
