BlockDepth,ResTime
0.899015354,0.552592293
0.820045209,1.57070662
0.743028324,0.396809448
0.890693039,0.316566688
0.853465694,0.469683409
0.817305863,1.284895583
0.843675293,0.577936184
0.813653052,1.335726999
0.92633366,0.290447156
0.807002595,0.664227256
0.843453589,0.416402789
0.810285818,0.774063896
0.627830805,0.743370253
0.906837642,0.268052199
0.819117546,0.853176024
0.865474942,0.501557106
0.821031016,0.724244136
0.814679962,0.84629127
0.828318401,0.681472664
0.766940613,0.64116195
0.854714231,0.546512793
0.90562261,0.285413
0.850945509,0.622827918
0.865725965,0.42381114
0.907682657,0.262572579
0.828151292,0.669052838
0.829708481,0.677417015
0.7905131,0.57088921
0.747266826,0.51658897
0.613682384,0.407738612
0.865776754,0.429010155
0.856330222,0.429223339
0.840248783,1.128496088
0.75348932,0.502661049
0.894875891,0.34351263
0.754528496,0.584119734
0.87404195,0.331200053
0.914845616,0.224516913
0.831986374,0.537930154
0.881381886,0.380528891
0.84097421,1.080519869
0.826400964,0.666745965
0.904324856,0.354911863
0.528207948,0.778479051
0.734804396,0.409319853
0.810284945,0.624295384
0.870134106,0.407732749
0.823496188,0.829364132
0.823094106,0.667245952
0.912421569,0.225354452
0.852015969,0.765375884
0.921271816,0.271493586
0.821910665,0.918048222
0.763104524,0.609078059
0.821425366,0.839434164
0.898367534,0.310858475
0.823334093,1.053798991
0.912080337,0.341835709
0.897550574,0.406729884
0.622325398,1.158189306
0.179236382,1.497101928
0.843493423,1.383615158
0.886199846,0.434131126
0.85285723,0.688626966
0.664474466,0.467238558
0.653839027,1.15139123
0.830499915,0.740490138
0.891444798,0.359064385
0.903699433,0.28758231
0.829394704,0.671600786
0.899197717,0.367859377
0.701432362,0.549145252
0.813233362,0.884605596
0.837307563,0.458702492
0.880885684,0.359702499
0.863566045,0.434545152
0.602564764,1.601137054
0.742683388,0.860171063
0.880412904,0.41560364
0.889951511,0.325229306
0.847779599,0.764340266
0.596568851,0.630636269
0.870285141,0.438564551
0.854808612,0.462851001
0.809481583,1.145676552
0.867782924,0.344064743
0.846878085,0.442959157
0.723821603,0.510186076
0.91091839,0.186683823
0.827078348,1.377125847
0.830953361,0.878675144
0.824081845,1.020400862
0.768900996,0.728618994
